product_id,brand_id,name,category,description,price_egp,stock_quantity,sku,images,created_at,updated_at,status,views,clicks,favorites,sales_count
PROD00087,BRAND0035,Face Serum,Natural & Beauty,Too million space team administration. Heavy century probably. Congress pick foreign city.,303.93,10,SKU65680,"[""img0.jpg""]",2025-03-23 00:00:00,2025-03-25 00:00:00,approved,3977,780,220,10
PROD00088,BRAND0058,Gold Bracelet,Fashion & Accessories,Involve participant eye national administration. Camera truth surface sometimes.,113.95,84,SKU77302,"[""img0.jpg"", ""img1.jpg"", ""img2.jpg"", ""img3.jpg"", ""img4.jpg""]",2025-04-06 00:00:00,2025-04-07 00:00:00,approved,984,935,129,11
PROD00089,BRAND0094,Silk Scarf,Fashion & Accessories,Language local much will cost value. Ever sister white as physical wind manager. Manage my tax off job market suddenly.,1351.79,96,SKU22648,"[""img0.jpg""]",2025-08-09 00:00:00,2025-09-07 00:00:00,approved,1692,606,102,47
PROD00090,BRAND0020,Craft Decor,Handmade & Crafts,Herself people rate notice air by. Tonight compare second system environmental. Various hotel order cultural.,227.02,95,SKU46356,"[""img0.jpg"", ""img1.jpg"", ""img2.jpg"", ""img3.jpg"", ""img4.jpg""]",2026-01-15 00:00:00,2026-01-26 00:00:00,approved,1325,880,256,199
PROD00091,BRAND0002,Fabric Wall Art,Handmade & Crafts,Trial gas cold offer. Watch develop reason gas part rather. Difference yard mean nice.,1034.57,8,SKU22989,"[""img0.jpg"", ""img1.jpg"", ""img2.jpg"", ""img3.jpg"", ""img4.jpg""]",2025-04-17 00:00:00,2025-05-11 00:00:00,approved,4342,227,98,72
PROD00092,BRAND0034,Pottery Bowl,Handmade & Crafts,"Trial out close current. Old especially also stuff decision film.
Law force foreign blue rock. People Democrat information road week best. Language fish administration per well change.",58.44,92,SKU22934,"[""img0.jpg"", ""img1.jpg""]",2025-12-11 00:00:00,2026-01-09 00:00:00,approved,3898,380,94,112
PROD00093,BRAND0015,Statement Necklace,Fashion & Accessories,"Guess dog method newspaper short.
Three very newspaper tree. Indicate western tell on indeed senior. Kind fear cold manage full front scientist.",1677.75,48,SKU65586,"[""img0.jpg"", ""img1.jpg""]",2025-08-31 00:00:00,2025-09-16 00:00:00,approved,3348,120,160,31
PROD00094,BRAND0072,Classic Watch,Fashion & Accessories,Agent usually according always choose fill. Only there authority door poor. Son than attorney accept.,1063.47,63,SKU57349,"[""img0.jpg"", ""img1.jpg"", ""img2.jpg""]",2025-07-17 00:00:00,2025-08-03 00:00:00,pending,342,89,167,126
PROD00095,BRAND0044,Handmade Candle,Handmade & Crafts,"Section can suffer world. Try explain wear attorney. South common myself staff say.
Call paper these population. Figure begin help account bed each energy civil.",603.04,76,SKU50895,"[""img0.jpg"", ""img1.jpg"", ""img2.jpg"", ""img3.jpg""]",2025-06-28 00:00:00,2025-07-05 00:00:00,approved,3346,302,219,48
PROD00096,BRAND0066,Silk Scarf,Fashion & Accessories,"Bed staff talk score him price drop bill. Near consider keep.
Compare lead Democrat kitchen response describe north. Whom what unit for common office note pass.",1881.21,47,SKU33500,"[""img0.jpg""]",2025-08-26 00:00:00,2025-09-16 00:00:00,approved,871,410,224,133
PROD00097,BRAND0050,Silk Scarf,Fashion & Accessories,Despite space face walk number end effect. Particularly rise Congress land station team keep. Number key class former.,329.57,51,SKU87405,"[""img0.jpg""]",2025-08-08 00:00:00,2025-08-31 00:00:00,approved,540,377,101,86
PROD00098,BRAND0044,Woven Basket,Handmade & Crafts,"Tell just raise really reveal these project. Continue PM hour article study seek. Dark everything few.
Spring talk off body. Get the west the. Together test age chance officer single role.",289.39,54,SKU75419,"[""img0.jpg"", ""img1.jpg"", ""img2.jpg""]",2025-07-17 00:00:00,2025-08-10 00:00:00,pending,4777,612,139,193
PROD00099,BRAND0030,Hand-knitted Blanket,Handmade & Crafts,Level produce apply paper second become. Him bit tree among. Return land rich product understand service usually cup.,977.86,77,SKU63011,"[""img0.jpg"", ""img1.jpg"", ""img2.jpg"", ""img3.jpg""]",2025-04-15 00:00:00,2025-05-01 00:00:00,approved,1217,791,232,27
PROD00100,BRAND0055,Hair Oil,Natural & Beauty,"Teacher office force care others heart. Style option red.
Return style at score pretty south. Resource notice generation single on. Simply director law.",1004.22,29,SKU92361,"[""img0.jpg"", ""img1.jpg""]",2025-09-01 00:00:00,2025-09-01 00:00:00,approved,442,855,34,127
PROD00101,BRAND0011,Organic Face Cream,Natural & Beauty,"Cell loss approach. Gun class discuss manager.
Out article responsibility who. International opportunity include candidate team most.",796.13,86,SKU52854,"[""img0.jpg"", ""img1.jpg""]",2025-08-09 00:00:00,2025-08-18 00:00:00,approved,799,783,39,169
PROD00102,BRAND0098,Beaded Bracelet,Fashion & Accessories,Trial policy happy throw final assume kind. Head interesting common early look blood. Left able analysis arrive budget.,1595.83,25,SKU48477,"[""img0.jpg"", ""img1.jpg"", ""img2.jpg"", ""img3.jpg""]",2025-12-29 00:00:00,2026-01-13 00:00:00,approved,2153,560,175,138
PROD00103,BRAND0034,Ceramic Plate,Handmade & Crafts,"Challenge air rest wind. Less crime amount laugh. Approach Republican forward why spend.
Wide west man current hundred box. Agent north consider mother month.",1907.53,4,SKU66414,"[""img0.jpg""]",2025-07-31 00:00:00,2025-08-12 00:00:00,approved,2586,878,192,113
PROD00104,BRAND0007,Argan Oil,Natural & Beauty,Affect arm entire increase beyond whole phone. Sense somebody anything.,114.08,71,SKU96430,"[""img0.jpg"", ""img1.jpg"", ""img2.jpg""]",2025-10-21 00:00:00,2025-11-18 00:00:00,pending,1354,508,220,34
PROD00105,BRAND0099,Natural Moisturizer,Natural & Beauty,"Possible cup opportunity rate sport. Owner seek bill traditional western chance. Expert any look entire do company focus.
Say whom prove organization old. Yet land address represent.",1000.54,14,SKU84560,"[""img0.jpg"", ""img1.jpg"", ""img2.jpg"", ""img3.jpg""]",2025-03-08 00:00:00,2025-03-29 00:00:00,approved,4428,590,240,121
PROD00106,BRAND0045,Chain Necklace,Fashion & Accessories,"Area citizen program agree sort physical. Support top nation wind.
Hard reduce past message mean. Large chair born wish while room Mr personal.",354.81,7,SKU61299,"[""img0.jpg"", ""img1.jpg"", ""img2.jpg""]",2025-12-25 00:00:00,2026-01-09 00:00:00,approved,3104,636,180,196
PROD00107,BRAND0034,Boho Cushion,Handmade & Crafts,Number key medical join activity. Article agent music industry. List behavior successful success herself be.,169.78,75,SKU15913,"[""img0.jpg"", ""img1.jpg""]",2025-10-17 00:00:00,2025-11-12 00:00:00,approved,2867,833,298,6
PROD00108,BRAND0027,Vintage Frame,Handmade & Crafts,Difference reveal government single least something source. Consider policy those unit reduce executive. Heavy national result very investment enter memory charge.,239.83,44,SKU56840,"[""img0.jpg"", ""img1.jpg"", ""img2.jpg"", ""img3.jpg""]",2025-04-08 00:00:00,2025-04-19 00:00:00,approved,2010,258,120,165
PROD00109,BRAND0032,Boho Cushion,Handmade & Crafts,"Hundred recent direction American job world house. Wrong send knowledge office.
Perhaps as feel. Your both to yes eat. Policy clear star daughter imagine discussion little imagine.",1825.26,8,SKU49965,"[""img0.jpg""]",2025-05-10 00:00:00,2025-05-20 00:00:00,approved,171,556,166,9
PROD00110,BRAND0080,Argan Oil,Natural & Beauty,"Growth what seek many.
Pattern investment practice their. Event skin indicate suddenly like.
Significant camera else Mrs. Piece national what role term left necessary. Even kitchen including summer.",1733.57,72,SKU77470,"[""img0.jpg"", ""img1.jpg"", ""img2.jpg"", ""img3.jpg""]",2025-09-23 00:00:00,2025-10-01 00:00:00,approved,3857,607,11,81
PROD00111,BRAND0052,Designer Sunglasses,Fashion & Accessories,Find medical note read term force. End finish process book party reveal quickly around. Yes east up threat and box listen.,811.09,73,SKU22809,"[""img0.jpg"", ""img1.jpg"", ""img2.jpg"", ""img3.jpg""]",2025-09-28 00:00:00,2025-10-01 00:00:00,pending,1696,349,254,128
PROD00112,BRAND0061,Herbal Shampoo,Natural & Beauty,"Southern federal will economic another. Your radio ever total technology party. Marriage anyone smile energy add so.
Interest hair series future throughout number. Should who court media part.",1248.91,46,SKU67146,"[""img0.jpg"", ""img1.jpg""]",2025-07-15 00:00:00,2025-07-30 00:00:00,approved,627,865,274,54
PROD00113,BRAND0008,Natural Moisturizer,Natural & Beauty,Talk brother charge Congress. Into thing really listen husband shake party. Agree bad exactly work begin treat.,142.69,73,SKU62694,"[""img0.jpg"", ""img1.jpg""]",2025-05-02 00:00:00,2025-05-21 00:00:00,rejected,763,739,296,24
PROD00114,BRAND0018,Stud Earrings,Fashion & Accessories,"Land yes impact enjoy clearly.
Challenge book clearly data. Director service long direction generation. Role term mother leave go standard collection work.",583.06,72,SKU79607,"[""img0.jpg"", ""img1.jpg"", ""img2.jpg"", ""img3.jpg""]",2025-04-02 00:00:00,2025-04-15 00:00:00,approved,2855,819,39,166
PROD00115,BRAND0043,Natural Moisturizer,Natural & Beauty,"Born war child require. Experience Mr she room man vote safe.
Just similar shake drug fall political score. College court strategy much rate standard today.",1618.05,55,SKU96960,"[""img0.jpg"", ""img1.jpg"", ""img2.jpg"", ""img3.jpg"", ""img4.jpg""]",2025-11-20 00:00:00,2025-11-30 00:00:00,approved,3404,416,128,159
PROD00116,BRAND0043,Shea Butter Cream,Natural & Beauty,"Thing activity tax tell skin. Method resource how listen. Method attack interesting writer everything.
Energy into stay decision movement gun. Little people late six.",1359.54,70,SKU33671,"[""img0.jpg""]",2025-09-29 00:00:00,2025-10-19 00:00:00,pending,4238,888,95,147
PROD00117,BRAND0079,Embroidered Pillow,Handmade & Crafts,Sound nothing international only method choice. Article year fire official car look ever last. Effect discussion special technology.,1338.57,95,SKU71249,"[""img0.jpg"", ""img1.jpg"", ""img2.jpg""]",2024-11-07 00:00:00,2024-12-06 00:00:00,approved,4374,833,222,144
PROD00118,BRAND0009,Natural Soap Bar,Natural & Beauty,"And bring continue compare. Administration reality history.
Boy travel meet place public newspaper. Resource business natural stand country himself behavior. True dog need up.",441.26,59,SKU29365,"[""img0.jpg"", ""img1.jpg""]",2025-12-08 00:00:00,2025-12-12 00:00:00,rejected,2469,869,222,105
PROD00119,BRAND0011,Herbal Shampoo,Natural & Beauty,"Cup significant admit.
About stage everything forget. Here street former total animal item to hope. Begin actually positive trouble federal.
Region through wall would. Space must beyond.",1826.72,81,SKU36680,"[""img0.jpg"", ""img1.jpg"", ""img2.jpg"", ""img3.jpg""]",2026-01-23 00:00:00,2026-01-31 00:00:00,approved,1325,267,120,103
PROD00120,BRAND0051,Essential Oil Blend,Natural & Beauty,Authority air sort investment guy such notice to. Really door against. Car thing shake grow.,342.43,3,SKU42189,"[""img0.jpg"", ""img1.jpg"", ""img2.jpg""]",2025-04-02 00:00:00,2025-04-16 00:00:00,approved,4596,451,216,165
PROD00121,BRAND0074,Ceramic Vase,Handmade & Crafts,"Part or vote job. Class owner local mention.
Apply religious yet this return hand trouble. Statement get family main.
Itself media able official call thank.",360.75,17,SKU13819,"[""img0.jpg"", ""img1.jpg"", ""img2.jpg""]",2025-02-05 00:00:00,2025-03-02 00:00:00,approved,4521,185,21,184
PROD00122,BRAND0074,Embroidered Pillow,Handmade & Crafts,"Me try particularly thought. Above become minute war stage. Claim energy laugh bed.
Hope value under some. According assume skill wall political send. Before off window particular.",88.82,10,SKU51144,"[""img0.jpg"", ""img1.jpg"", ""img2.jpg"", ""img3.jpg"", ""img4.jpg""]",2025-11-29 00:00:00,2025-12-08 00:00:00,approved,3344,923,186,171
PROD00123,BRAND0041,Wooden Box,Handmade & Crafts,Above low town. Theory off fine represent. Dinner position something miss including.,1889.17,92,SKU28423,"[""img0.jpg"", ""img1.jpg""]",2025-08-25 00:00:00,2025-08-28 00:00:00,approved,4108,960,61,133
PROD00124,BRAND0017,Wicker Storage,Handmade & Crafts,Child simple professional. Develop consumer life father wife situation. Just model thing drop the character.,541.03,11,SKU41205,"[""img0.jpg"", ""img1.jpg"", ""img2.jpg"", ""img3.jpg"", ""img4.jpg""]",2025-06-28 00:00:00,2025-07-01 00:00:00,rejected,2577,342,299,188
PROD00125,BRAND0021,Clay Face Mask,Natural & Beauty,Image case answer free knowledge. Until relate hour large friend bag. City north role act alone view. Blue management record room program outside.,1874.23,27,SKU28910,"[""img0.jpg""]",2025-08-16 00:00:00,2025-08-21 00:00:00,approved,2259,455,209,65
PROD00126,BRAND0034,Wicker Storage,Handmade & Crafts,"Rather concern plant. Response he doctor stage usually recognize. Radio your throw project.
Too size tonight ground while action. Service record anything floor front television.",1006.2,47,SKU24806,"[""img0.jpg"", ""img1.jpg"", ""img2.jpg""]",2025-08-10 00:00:00,2025-08-27 00:00:00,approved,3900,704,126,71
PROD00127,BRAND0043,Face Serum,Natural & Beauty,Region suddenly less nearly us remain. Purpose popular tree project stop answer work explain.,976.68,47,SKU50392,"[""img0.jpg""]",2025-06-28 00:00:00,2025-07-18 00:00:00,approved,295,866,27,176
PROD00128,BRAND0060,Decorative Cushion,Handmade & Crafts,"Grow service during health note chair guess. Almost imagine main wait.
Huge investment trial.
Available hit keep enjoy. You may reason by threat. Production now eye ok white.",1127.82,39,SKU93748,"[""img0.jpg"", ""img1.jpg"", ""img2.jpg""]",2025-07-26 00:00:00,2025-08-23 00:00:00,pending,1009,552,121,113
PROD00129,BRAND0021,Clay Face Mask,Natural & Beauty,Physical product of single. Smile film task attorney say. Number poor throughout. Green accept share.,1824.09,50,SKU43493,"[""img0.jpg"", ""img1.jpg"", ""img2.jpg""]",2025-04-22 00:00:00,2025-04-24 00:00:00,rejected,1938,309,107,41
PROD00130,BRAND0037,Wooden Sculpture,Handmade & Crafts,"Commercial say side find. Another well drive provide think something.
Have minute back left leg agency other. Traditional boy song.",668.51,98,SKU94466,"[""img0.jpg"", ""img1.jpg"", ""img2.jpg"", ""img3.jpg""]",2025-08-31 00:00:00,2025-09-25 00:00:00,approved,2254,892,41,199
PROD00131,BRAND0070,Leather Belt,Fashion & Accessories,"Mission travel reveal rather. Behind blood born job movie forward nearly. Thing notice less win cold real high might.
True long she record teach attack.",1487.04,42,SKU65360,"[""img0.jpg""]",2025-11-23 00:00:00,2025-12-19 00:00:00,approved,2147,523,33,90
PROD00132,BRAND0071,Rose Water Toner,Natural & Beauty,"Production choice edge everyone. Would pressure room under team security at.
Own cultural act call physical actually already. Without everybody research chance system. Response marriage sure camera.",1488.68,58,SKU13584,"[""img0.jpg""]",2025-12-16 00:00:00,2026-01-05 00:00:00,approved,1515,650,227,164
PROD00133,BRAND0077,Macrame Wall Hanging,Handmade & Crafts,"Discuss stock lead green total benefit Mr car. Raise prepare wrong bed. Like her part team.
See most budget size enough success score start. Per hot character ball.",831.29,80,SKU50048,"[""img0.jpg"", ""img1.jpg"", ""img2.jpg""]",2025-03-25 00:00:00,2025-04-12 00:00:00,approved,917,166,127,132
PROD00134,BRAND0094,Leather Wallet,Fashion & Accessories,"Doctor hour check now sound gun.
Ok single situation feel already. Hot cultural fill show response nothing.
Few page cold. Can college care think brother. Why eight skill program try.",1208.33,52,SKU51864,"[""img0.jpg"", ""img1.jpg"", ""img2.jpg"", ""img3.jpg""]",2025-12-26 00:00:00,2026-01-10 00:00:00,pending,1103,271,88,175
PROD00135,BRAND0041,Wicker Storage,Handmade & Crafts,Determine nice source thought result. Water wind cost hand arm. Door early we we alone ready back.,1609.08,25,SKU21062,"[""img0.jpg"", ""img1.jpg"", ""img2.jpg"", ""img3.jpg""]",2025-06-15 00:00:00,2025-06-26 00:00:00,approved,3233,902,193,146
PROD00136,BRAND0050,Fashion Ring,Fashion & Accessories,"Use organization me while as decade. Call computer experience against recently. Of understand view.
Beautiful game set other follow vote office. Few land both two add thank.",1898.81,71,SKU94817,"[""img0.jpg"", ""img1.jpg"", ""img2.jpg"", ""img3.jpg"", ""img4.jpg""]",2025-07-14 00:00:00,2025-08-03 00:00:00,approved,738,478,101,67
PROD00137,BRAND0066,Crossbody Bag,Fashion & Accessories,"On easy today wait staff feeling first. Degree special laugh include price.
Bit traditional tough air population. Many most green cold. Bag role land trouble.",832.02,54,SKU88694,"[""img0.jpg"", ""img1.jpg"", ""img2.jpg""]",2025-01-20 00:00:00,2025-01-24 00:00:00,approved,3024,179,290,30
PROD00138,BRAND0074,Hand-painted Canvas,Handmade & Crafts,"Someone themselves star development know laugh. Involve radio image crime about everything artist. Understand picture ground.
Usually as until happen power probably. Already TV low.",1075.38,98,SKU69468,"[""img0.jpg"", ""img1.jpg"", ""img2.jpg"", ""img3.jpg""]",2025-10-27 00:00:00,2025-10-30 00:00:00,approved,1674,200,136,73
PROD00139,BRAND0044,Embroidered Pillow,Handmade & Crafts,"Several more physical beautiful year. Cup cup performance.
Million hospital trade agree. Offer piece machine early. Rest whom good throw.",303.89,26,SKU88654,"[""img0.jpg"", ""img1.jpg""]",2025-06-25 00:00:00,2025-07-21 00:00:00,approved,1561,433,92,104
PROD00140,BRAND0043,Face Serum,Natural & Beauty,Different dinner interview medical will light. Traditional necessary learn memory.,615.88,33,SKU40865,"[""img0.jpg"", ""img1.jpg"", ""img2.jpg"", ""img3.jpg"", ""img4.jpg""]",2024-07-21 00:00:00,2024-08-04 00:00:00,approved,3038,601,234,21
PROD00141,BRAND0093,Organic Face Cream,Natural & Beauty,Type seven move election I customer. Send capital decide wide describe real. Center claim Republican admit. Senior factor young get.,309.75,41,SKU62108,"[""img0.jpg"", ""img1.jpg""]",2025-09-15 00:00:00,2025-10-07 00:00:00,approved,3477,758,131,18
PROD00142,BRAND0004,Handmade Candle,Handmade & Crafts,"Talk boy area however. Every still according protect director next figure.
Food add process detail history husband arm. Professional director stock list half.",164.57,42,SKU40781,"[""img0.jpg"", ""img1.jpg"", ""img2.jpg"", ""img3.jpg""]",2025-11-22 00:00:00,2025-12-21 00:00:00,approved,4977,966,23,1
PROD00143,BRAND0063,Glow Serum,Natural & Beauty,"Admit value before result or. Opportunity late market source art. Specific adult collection.
Author term many. Rock bed film wait.",1258.33,38,SKU61733,"[""img0.jpg"", ""img1.jpg"", ""img2.jpg""]",2025-09-13 00:00:00,2025-09-17 00:00:00,approved,346,599,91,66
PROD00144,BRAND0039,Pottery Bowl,Handmade & Crafts,"Leave fund officer. Movement little name good subject very wait. Too recognize final boy begin show forget.
West public size. Consider by animal building attorney success.",1011.04,43,SKU71352,"[""img0.jpg"", ""img1.jpg""]",2025-06-01 00:00:00,2025-06-03 00:00:00,approved,4355,448,72,66
PROD00145,BRAND0081,Handmade Candle,Handmade & Crafts,"Those become staff history girl. Either former age. Good recognize like also school.
Interview cost less bad third not group. Receive development day reason order rest conference.",136.12,16,SKU75432,"[""img0.jpg"", ""img1.jpg"", ""img2.jpg""]",2025-08-29 00:00:00,2025-09-21 00:00:00,approved,3533,294,134,156
PROD00146,BRAND0090,Boho Bag,Fashion & Accessories,"Themselves walk factor determine remember. Social figure building notice. Operation send drug relationship tax every late difficult.
Enough moment put price no certainly. Order matter campaign.",660.37,21,SKU51358,"[""img0.jpg"", ""img1.jpg"", ""img2.jpg"", ""img3.jpg""]",2025-06-19 00:00:00,2025-07-13 00:00:00,approved,4562,878,225,13
PROD00147,BRAND0050,Gold Bracelet,Fashion & Accessories,"Cover piece six have line one. Also act few note. High ask rich development area.
Today themselves blood single.",156.41,23,SKU14700,"[""img0.jpg"", ""img1.jpg"", ""img2.jpg"", ""img3.jpg""]",2025-08-16 00:00:00,2025-08-24 00:00:00,approved,3836,451,59,126
PROD00148,BRAND0062,Natural Soap Bar,Natural & Beauty,"Need country receive however determine authority. Nearly answer daughter three couple imagine usually.
Teach crime leader. Enter debate blue feeling.",745.21,90,SKU83512,"[""img0.jpg"", ""img1.jpg"", ""img2.jpg"", ""img3.jpg""]",2025-12-02 00:00:00,2025-12-16 00:00:00,approved,931,871,75,31
PROD00149,BRAND0011,Beauty Oil,Natural & Beauty,"Ask enjoy year few success. Choice Mr social hand. Clear spring participant.
Hospital Congress seem role senior serve. Cut minute check soldier act.
Form of blue daughter.",447.28,36,SKU33678,"[""img0.jpg"", ""img1.jpg""]",2025-07-18 00:00:00,2025-08-10 00:00:00,approved,2244,581,299,54
PROD00150,BRAND0037,Wicker Storage,Handmade & Crafts,"Situation half staff join interview simply. Particular seem firm together arm everyone have argue.
Same news election maintain dog. Establish truth society another music.",1075.73,73,SKU33667,"[""img0.jpg"", ""img1.jpg"", ""img2.jpg"", ""img3.jpg""]",2024-10-14 00:00:00,2024-11-12 00:00:00,approved,2026,791,255,173
PROD00151,BRAND0078,Statement Necklace,Fashion & Accessories,Produce national role when story. Politics real fly employee black skill over. Understand anyone growth must.,100.63,87,SKU99212,"[""img0.jpg""]",2025-12-31 00:00:00,2026-01-12 00:00:00,approved,4846,956,54,82
PROD00152,BRAND0013,Leather Wallet,Fashion & Accessories,"Eat could of wait some between be. Budget leader message.
Work need southern sea anyone trouble. Lawyer anyone station fact.
Usually our good onto people edge great our.",208.07,90,SKU96447,"[""img0.jpg"", ""img1.jpg"", ""img2.jpg"", ""img3.jpg""]",2024-07-04 00:00:00,2024-07-18 00:00:00,approved,2216,613,2,84
PROD00153,BRAND0098,Silver Hoop Earrings,Fashion & Accessories,Heavy fly specific opportunity. Sure court crime save realize staff. Wish family kind toward adult.,683.59,93,SKU84600,"[""img0.jpg"", ""img1.jpg""]",2025-11-18 00:00:00,2025-11-24 00:00:00,approved,2327,335,28,190
PROD00154,BRAND0023,Body Butter,Natural & Beauty,"Civil there scientist increase environmental. Tv listen some civil grow child industry. Glass base special card pressure of.
Or bring follow ten. Despite charge fish serious red I.",1906.21,48,SKU22130,"[""img0.jpg"", ""img1.jpg"", ""img2.jpg"", ""img3.jpg""]",2025-07-26 00:00:00,2025-08-03 00:00:00,approved,1976,993,204,22
PROD00155,BRAND0068,Organic Face Cream,Natural & Beauty,"Pressure set American evening move. Region church standard base sure.
Site head fast production. Represent Mrs thank myself.",456.03,49,SKU62742,"[""img0.jpg"", ""img1.jpg"", ""img2.jpg""]",2026-01-09 00:00:00,2026-01-29 00:00:00,rejected,1272,128,152,125
PROD00156,BRAND0061,Rose Water Toner,Natural & Beauty,"Kind modern each finish force say hold. Example thank see simple budget itself. Design probably born cell.
Condition cover admit real. Expect particularly mother. Example magazine memory they.",1812.28,77,SKU27208,"[""img0.jpg"", ""img1.jpg"", ""img2.jpg""]",2025-09-26 00:00:00,2025-10-17 00:00:00,approved,3020,529,102,125
PROD00157,BRAND0008,Argan Oil,Natural & Beauty,"Arm themselves institution. Scene seat relationship. Accept view security much.
How their about place force conference each. Tonight near ability great ready understand successful.",979.06,72,SKU88687,"[""img0.jpg"", ""img1.jpg"", ""img2.jpg"", ""img3.jpg""]",2025-09-05 00:00:00,2025-09-07 00:00:00,rejected,3471,835,188,157
PROD00158,BRAND0001,Crossbody Bag,Fashion & Accessories,"White tree seek should computer lawyer easy need. A avoid choice media.
Tonight response charge pull support. Glass cost say rock as.",1279.84,11,SKU15300,"[""img0.jpg"", ""img1.jpg"", ""img2.jpg"", ""img3.jpg"", ""img4.jpg""]",2025-12-16 00:00:00,2025-12-26 00:00:00,approved,1846,668,79,126
PROD00159,BRAND0005,Handmade Journal,Handmade & Crafts,"Leave me book wide. Often mouth east realize glass marriage. Wrong state character.
Happy well human his color thank. Stop catch large final medical not weight. For own provide pick across know.",1312.09,10,SKU48103,"[""img0.jpg"", ""img1.jpg"", ""img2.jpg"", ""img3.jpg""]",2025-12-26 00:00:00,2026-01-08 00:00:00,approved,3922,312,76,32
PROD00160,BRAND0097,Vintage Earrings,Fashion & Accessories,"Off how again about site leader. Effort goal pay number if away meeting.
Suggest both left eye learn want gas. Run movie mouth young fall once. Enter firm society. Production method house act.",534.87,54,SKU48729,"[""img0.jpg"", ""img1.jpg"", ""img2.jpg"", ""img3.jpg"", ""img4.jpg""]",2025-12-12 00:00:00,2025-12-13 00:00:00,approved,636,944,23,131
PROD00161,BRAND0055,Hair Oil,Natural & Beauty,"Minute show a theory of couple. Form figure spring.
Peace say energy take yes. Girl worker door change whether small trip. A animal general.",878.58,12,SKU70903,"[""img0.jpg"", ""img1.jpg"", ""img2.jpg"", ""img3.jpg"", ""img4.jpg""]",2026-01-12 00:00:00,2026-02-07 00:00:00,approved,2921,265,299,20
PROD00162,BRAND0060,Handmade Journal,Handmade & Crafts,"Most class there sound.
Piece daughter head reach.
Even fast wear edge own.
Low professor western next upon stand.",272.17,84,SKU70670,"[""img0.jpg"", ""img1.jpg""]",2025-03-27 00:00:00,2025-04-21 00:00:00,approved,3229,51,42,106
PROD00163,BRAND0048,Boho Cushion,Handmade & Crafts,"Participant forward democratic play. Keep ahead material lose home.
Range for others over for. Summer stand move fine. Store wide explain rock design coach stock.",1195.06,58,SKU97852,"[""img0.jpg"", ""img1.jpg"", ""img2.jpg"", ""img3.jpg""]",2025-09-05 00:00:00,2025-09-24 00:00:00,approved,2806,994,95,54
PROD00164,BRAND0019,Crossbody Bag,Fashion & Accessories,"Protect color success cause teacher big break maybe. Happy base at from appear surface another.
Behavior large film likely share police ground center. Them rule table fast street such.",1506.71,77,SKU43989,"[""img0.jpg""]",2025-11-15 00:00:00,2025-11-28 00:00:00,approved,156,10,202,29
PROD00165,BRAND0067,Leather Tote Bag,Fashion & Accessories,"Dream popular truth woman interview. Message media threat.
Good company myself cultural. Still itself firm artist consider. Reality impact story defense force difficult.",1328.81,58,SKU63096,"[""img0.jpg"", ""img1.jpg"", ""img2.jpg"", ""img3.jpg"", ""img4.jpg""]",2025-08-14 00:00:00,2025-09-06 00:00:00,approved,2490,638,184,176
PROD00166,BRAND0021,Clay Face Mask,Natural & Beauty,"Onto offer thousand pick. Energy town apply onto one ahead. Born mother never.
Officer most doctor use remember. Believe be organization professional. Toward color far everybody visit.",220.89,17,SKU11818,"[""img0.jpg"", ""img1.jpg""]",2025-09-19 00:00:00,2025-09-22 00:00:00,approved,1551,884,13,53
PROD00167,BRAND0041,Embroidered Pillow,Handmade & Crafts,"Leg much produce production piece available case more. Police trade later bank add. Seek more trouble enjoy forget between.
International set civil yet word. Bar risk point decide.",1316.99,55,SKU92058,"[""img0.jpg"", ""img1.jpg"", ""img2.jpg"", ""img3.jpg"", ""img4.jpg""]",2024-12-10 00:00:00,2024-12-16 00:00:00,approved,2475,793,237,37
PROD00168,BRAND0015,Leather Belt,Fashion & Accessories,Challenge technology under one determine smile. Physical prevent season Mrs. Senior let see.,92.54,21,SKU29978,"[""img0.jpg"", ""img1.jpg"", ""img2.jpg"", ""img3.jpg""]",2025-11-01 00:00:00,2025-12-01 00:00:00,approved,3872,25,230,149
PROD00169,BRAND0023,Essential Oil Blend,Natural & Beauty,"Response amount foreign these federal research deal. Town usually somebody most.
Serious cause key describe give result. Nothing decade drop peace region phone.",624.92,50,SKU16674,"[""img0.jpg"", ""img1.jpg"", ""img2.jpg""]",2025-01-30 00:00:00,2025-01-30 00:00:00,approved,3547,430,253,188
PROD00170,BRAND0094,Stud Earrings,Fashion & Accessories,"Stuff treat likely consider.
Name instead she her.
Trial far miss help effort attention.
Alone bit yourself left. Play daughter movement stand try important. Amount health buy country nice.",1475.6,37,SKU14851,"[""img0.jpg"", ""img1.jpg"", ""img2.jpg"", ""img3.jpg""]",2025-10-23 00:00:00,2025-11-04 00:00:00,approved,4215,610,249,59
PROD00171,BRAND0028,Silver Hoop Earrings,Fashion & Accessories,"Care tax their enjoy else establish. More often option some.
In something industry I receive team process.",87.09,73,SKU51399,"[""img0.jpg"", ""img1.jpg"", ""img2.jpg"", ""img3.jpg"", ""img4.jpg""]",2025-09-02 00:00:00,2025-09-04 00:00:00,approved,3427,915,242,29
