review_id,order_id,product_id,customer_user_id,brand_id,rating,review_text,language,created_at,helpful_count,verified_purchase
REV00206,ORD001882,PROD00489,USER00365,BRAND0067,5,Perfect! Better than expected. Worth every penny.,english,2026-02-02 21:40:00,1,True
REV00207,ORD001924,PROD00211,USER00262,BRAND0072,5,Amazing quality and fast delivery. Will buy again!,english,2025-12-23 22:37:00,8,True
REV00208,ORD000665,PROD00297,USER00488,BRAND0065,4,Amazing quality and fast delivery. Will buy again!,english,2026-01-20 23:34:00,41,True
REV00209,ORD001440,PROD00031,USER00355,BRAND0085,4,Excellent product and great customer service!,english,2025-08-11 08:05:00,32,True
REV00210,ORD001970,PROD00222,USER00280,BRAND0025,5,Great product! Highly recommend. Quality is excellent!,english,2026-01-05 08:53:00,10,True
REV00211,ORD000687,PROD00437,USER00579,BRAND0016,3,Product is okay. Nothing special.,english,2025-12-13 22:50:00,45,True
REV00212,ORD001089,PROD00383,USER00313,BRAND0020,5,Excellent product and great customer service!,english,2026-01-27 09:22:00,17,True
REV00213,ORD001158,PROD00422,USER00211,BRAND0086,5,Perfect! Better than expected. Worth every penny.,english,2025-12-28 20:30:00,40,True
REV00214,ORD001992,PROD00376,USER00599,BRAND0060,4,Perfect! Better than expected. Worth every penny.,english,2026-01-30 22:57:00,29,True
REV00215,ORD001598,PROD00148,USER00334,BRAND0062,5,Perfect! Better than expected. Worth every penny.,english,2025-12-25 08:44:00,45,True
REV00216,ORD001409,PROD00465,USER00526,BRAND0038,3,It's fine. Meets basic expectations.,english,2025-11-19 22:10:00,31,True
REV00217,ORD001004,PROD00298,USER00241,BRAND0054,4,Amazing quality and fast delivery. Will buy again!,english,2025-12-05 08:38:00,33,True
REV00218,ORD000733,PROD00022,USER00500,BRAND0089,2,Not as described. Disappointed with the quality.,english,2026-01-25 08:28:00,28,True
REV00219,ORD000210,PROD00368,USER00165,BRAND0053,5,Excellent product and great customer service!,english,2025-12-16 09:28:00,4,True
REV00220,ORD001792,PROD00227,USER00352,BRAND0042,4,Great product! Highly recommend. Quality is excellent!,english,2025-12-22 09:05:00,31,True
REV00221,ORD000695,PROD00170,USER00253,BRAND0094,5,Perfect! Better than expected. Worth every penny.,english,2025-12-27 08:31:00,19,True
REV00222,ORD000629,PROD00227,USER00159,BRAND0042,4,Perfect! Better than expected. Worth every penny.,english,2025-09-29 08:17:00,45,True
REV00223,ORD000750,PROD00154,USER00113,BRAND0023,5,Amazing quality and fast delivery. Will buy again!,english,2025-11-19 20:51:00,35,True
REV00224,ORD001228,PROD00189,USER00197,BRAND0023,3,Decent product. Delivery was a bit slow.,english,2026-02-11 23:27:00,32,True
REV00225,ORD000275,PROD00461,USER00426,BRAND0077,4,Amazing quality and fast delivery. Will buy again!,english,2026-01-09 21:21:00,1,True
REV00226,ORD000756,PROD00222,USER00600,BRAND0025,5,Great product! Highly recommend. Quality is excellent!,english,2026-01-17 10:26:00,30,True
REV00227,ORD000903,PROD00451,USER00487,BRAND0004,4,Amazing quality and fast delivery. Will buy again!,english,2026-01-12 10:43:00,37,True
REV00228,ORD000862,PROD00412,USER00533,BRAND0047,4,Great product! Highly recommend. Quality is excellent!,english,2025-12-26 22:29:00,7,True
REV00229,ORD001402,PROD00368,USER00456,BRAND0053,5,Perfect! Better than expected. Worth every penny.,english,2025-12-24 20:05:00,40,True
REV00230,ORD001339,PROD00305,USER00355,BRAND0019,5,Great product! Highly recommend. Quality is excellent!,english,2026-02-06 20:25:00,34,True
REV00231,ORD000323,PROD00413,USER00501,BRAND0055,2,Expected better quality for this price.,english,2026-01-08 11:20:00,41,True
REV00232,ORD000346,PROD00441,USER00183,BRAND0049,5,Great product! Highly recommend. Quality is excellent!,english,2026-02-10 11:29:00,49,True
REV00233,ORD000980,PROD00045,USER00203,BRAND0064,2,Not as described. Disappointed with the quality.,english,2026-01-23 20:38:00,31,True
REV00234,ORD001226,PROD00187,USER00364,BRAND0026,1,Expected better quality for this price.,english,2026-02-08 21:18:00,45,True
REV00235,ORD000790,PROD00189,USER00349,BRAND0023,5,Perfect! Better than expected. Worth every penny.,english,2026-01-20 11:13:00,7,True
REV00236,ORD001987,PROD00145,USER00419,BRAND0081,1,Poor quality. Not worth the price.,english,2026-02-03 08:02:00,30,True
REV00237,ORD001457,PROD00269,USER00498,BRAND0007,5,Perfect! Better than expected. Worth every penny.,english,2026-02-13 23:16:00,9,True
REV00238,ORD000951,PROD00294,USER00175,BRAND0008,4,Perfect! Better than expected. Worth every penny.,english,2026-02-24 09:29:00,14,True
REV00239,ORD001046,PROD00467,USER00416,BRAND0044,3,It's fine. Meets basic expectations.,english,2025-12-19 10:22:00,19,True
REV00240,ORD001563,PROD00390,USER00193,BRAND0040,5,Excellent product and great customer service!,english,2026-01-31 20:13:00,2,True
REV00241,ORD000682,PROD00474,USER00167,BRAND0019,3,Decent product. Delivery was a bit slow.,english,2025-12-31 23:39:00,26,True
REV00242,ORD001461,PROD00326,USER00293,BRAND0012,4,Excellent product and great customer service!,english,2026-02-12 20:59:00,39,True
REV00243,ORD000167,PROD00298,USER00600,BRAND0054,4,Perfect! Better than expected. Worth every penny.,english,2025-09-17 09:21:00,46,True
REV00244,ORD001592,PROD00382,USER00409,BRAND0066,5,Amazing quality and fast delivery. Will buy again!,english,2025-10-20 09:31:00,22,True
REV00245,ORD001878,PROD00415,USER00189,BRAND0058,5,Great product! Highly recommend. Quality is excellent!,english,2025-10-08 22:07:00,31,True
REV00246,ORD000402,PROD00475,USER00268,BRAND0052,4,Great product! Highly recommend. Quality is excellent!,english,2025-09-15 09:07:00,10,True
REV00247,ORD001787,PROD00208,USER00325,BRAND0057,5,Amazing quality and fast delivery. Will buy again!,english,2026-01-23 22:46:00,20,True
REV00248,ORD001966,PROD00272,USER00196,BRAND0016,4,Great product! Highly recommend. Quality is excellent!,english,2026-02-08 11:19:00,49,True
REV00249,ORD001045,PROD00490,USER00272,BRAND0056,4,Great product! Highly recommend. Quality is excellent!,english,2025-12-10 10:46:00,8,True
REV00250,ORD000275,PROD00461,USER00426,BRAND0077,5,Perfect! Better than expected. Worth every penny.,english,2026-01-08 21:21:00,39,True
REV00251,ORD000302,PROD00071,USER00246,BRAND0015,5,Amazing quality and fast delivery. Will buy again!,english,2026-02-06 08:24:00,17,True
REV00252,ORD001177,PROD00256,USER00295,BRAND0010,5,Love it! Exactly as described. Very happy with my purchase.,english,2025-10-08 23:45:00,2,True
REV00253,ORD000699,PROD00160,USER00155,BRAND0097,4,Perfect! Better than expected. Worth every penny.,english,2026-02-01 11:54:00,13,True
REV00254,ORD001630,PROD00411,USER00239,BRAND0005,2,Not as described. Disappointed with the quality.,english,2026-01-31 08:40:00,4,True
REV00255,ORD000500,PROD00271,USER00446,BRAND0000,4,Excellent product and great customer service!,english,2026-01-22 22:01:00,41,True
REV00256,ORD001798,PROD00138,USER00567,BRAND0074,5,Great product! Highly recommend. Quality is excellent!,english,2025-12-16 21:12:00,9,True
REV00257,ORD001528,PROD00337,USER00495,BRAND0088,5,Love it! Exactly as described. Very happy with my purchase.,english,2025-11-04 22:35:00,3,True
REV00258,ORD000510,PROD00026,USER00521,BRAND0027,3,It's fine. Meets basic expectations.,english,2025-11-30 21:40:00,20,True
REV00259,ORD001302,PROD00286,USER00296,BRAND0013,5,Excellent product and great customer service!,english,2025-12-15 11:02:00,49,True
REV00260,ORD000137,PROD00472,USER00581,BRAND0085,4,Great product! Highly recommend. Quality is excellent!,english,2025-11-19 23:29:00,2,True
REV00261,ORD001963,PROD00063,USER00235,BRAND0012,4,Excellent product and great customer service!,english,2026-02-13 23:07:00,28,True
REV00262,ORD001692,PROD00159,USER00588,BRAND0005,5,Perfect! Better than expected. Worth every penny.,english,2026-01-03 23:08:00,9,True
REV00263,ORD001458,PROD00020,USER00305,BRAND0039,3,Decent product. Delivery was a bit slow.,english,2026-02-04 22:33:00,49,True
REV00264,ORD001867,PROD00096,USER00465,BRAND0066,5,Love it! Exactly as described. Very happy with my purchase.,english,2025-12-01 11:38:00,32,True
REV00265,ORD000699,PROD00160,USER00155,BRAND0097,3,It's fine. Meets basic expectations.,english,2026-01-30 11:54:00,36,True
REV00266,ORD000048,PROD00322,USER00369,BRAND0052,5,Great product! Highly recommend. Quality is excellent!,english,2026-01-31 11:16:00,48,True
REV00267,ORD000926,PROD00087,USER00194,BRAND0035,5,Excellent product and great customer service!,english,2025-10-23 08:46:00,27,True
REV00268,ORD000545,PROD00110,USER00304,BRAND0080,5,Great product! Highly recommend. Quality is excellent!,english,2025-11-22 09:48:00,27,True
REV00269,ORD000845,PROD00296,USER00464,BRAND0024,3,Good but expected better. Average quality.,english,2025-05-24 11:26:00,20,True
REV00270,ORD000758,PROD00245,USER00349,BRAND0035,4,Excellent product and great customer service!,english,2026-02-03 11:25:00,42,True
REV00271,ORD000925,PROD00302,USER00463,BRAND0017,3,Product is okay. Nothing special.,english,2025-02-11 09:28:00,37,True
REV00272,ORD000166,PROD00362,USER00590,BRAND0003,5,Love it! Exactly as described. Very happy with my purchase.,english,2026-02-03 11:47:00,45,True
REV00273,ORD000942,PROD00106,USER00576,BRAND0045,5,Perfect! Better than expected. Worth every penny.,english,2026-02-04 22:16:00,45,True
REV00274,ORD000235,PROD00474,USER00371,BRAND0019,5,Excellent product and great customer service!,english,2026-01-11 22:17:00,6,True
REV00275,ORD000341,PROD00399,USER00500,BRAND0002,4,Perfect! Better than expected. Worth every penny.,english,2026-02-20 20:27:00,47,True
REV00276,ORD001866,PROD00362,USER00441,BRAND0003,3,Product is okay. Nothing special.,english,2026-01-14 20:34:00,36,True
REV00277,ORD000544,PROD00096,USER00522,BRAND0066,5,Love it! Exactly as described. Very happy with my purchase.,english,2025-12-28 10:35:00,23,True
REV00278,ORD001534,PROD00205,USER00458,BRAND0014,5,Love it! Exactly as described. Very happy with my purchase.,english,2025-11-12 20:34:00,10,True
REV00279,ORD000883,PROD00442,USER00512,BRAND0004,5,Amazing quality and fast delivery. Will buy again!,english,2026-01-02 11:26:00,11,True
REV00280,ORD000089,PROD00046,USER00115,BRAND0087,4,Excellent product and great customer service!,english,2026-01-04 23:23:00,47,True
REV00281,ORD000110,PROD00193,USER00359,BRAND0009,4,Perfect! Better than expected. Worth every penny.,english,2026-02-05 23:37:00,40,True
REV00282,ORD000540,PROD00256,USER00420,BRAND0010,5,Perfect! Better than expected. Worth every penny.,english,2025-05-21 09:59:00,37,True
REV00283,ORD001005,PROD00137,USER00515,BRAND0066,4,Excellent product and great customer service!,english,2026-01-17 09:51:00,29,True
REV00284,ORD001479,PROD00204,USER00234,BRAND0052,5,Love it! Exactly as described. Very happy with my purchase.,english,2025-10-04 21:07:00,50,True
REV00285,ORD000985,PROD00152,USER00586,BRAND0013,4,Excellent product and great customer service!,english,2026-01-10 11:28:00,16,True
REV00286,ORD001685,PROD00184,USER00509,BRAND0089,4,Great product! Highly recommend. Quality is excellent!,english,2025-10-10 20:39:00,47,True
REV00287,ORD000100,PROD00237,USER00534,BRAND0019,5,Love it! Exactly as described. Very happy with my purchase.,english,2026-01-23 20:27:00,18,True
REV00288,ORD000178,PROD00165,USER00493,BRAND0067,5,Excellent product and great customer service!,english,2026-01-15 22:55:00,47,True
REV00289,ORD001390,PROD00405,USER00363,BRAND0097,5,Perfect! Better than expected. Worth every penny.,english,2025-12-19 23:45:00,27,True
REV00290,ORD001970,PROD00222,USER00280,BRAND0025,2,Not as described. Disappointed with the quality.,english,2026-01-11 08:53:00,0,True
REV00291,ORD000596,PROD00255,USER00197,BRAND0032,5,Amazing quality and fast delivery. Will buy again!,english,2026-01-24 23:07:00,32,True
REV00292,ORD001670,PROD00082,USER00329,BRAND0003,5,Excellent product and great customer service!,english,2026-01-29 20:56:00,35,True
REV00293,ORD000618,PROD00017,USER00230,BRAND0027,2,Delivery was very late. Product is just okay.,english,2025-10-08 10:29:00,6,True
REV00294,ORD001456,PROD00151,USER00237,BRAND0078,3,Decent product. Delivery was a bit slow.,english,2026-02-01 23:57:00,17,True
REV00295,ORD001880,PROD00329,USER00263,BRAND0019,5,Excellent product and great customer service!,english,2026-01-28 08:23:00,3,True
REV00296,ORD000528,PROD00011,USER00192,BRAND0009,5,Love it! Exactly as described. Very happy with my purchase.,english,2025-12-13 20:13:00,35,True
REV00297,ORD001986,PROD00165,USER00441,BRAND0067,3,It's fine. Meets basic expectations.,english,2026-02-21 10:26:00,28,True
REV00298,ORD000109,PROD00251,USER00177,BRAND0001,3,Good but expected better. Average quality.,english,2025-12-18 09:39:00,46,True
REV00299,ORD001172,PROD00482,USER00173,BRAND0036,5,Perfect! Better than expected. Worth every penny.,english,2025-10-19 21:16:00,18,True
REV00300,ORD001585,PROD00209,USER00162,BRAND0048,5,Amazing quality and fast delivery. Will buy again!,english,2025-12-05 08:29:00,49,True
REV00301,ORD001501,PROD00182,USER00257,BRAND0012,5,Amazing quality and fast delivery. Will buy again!,english,2025-12-31 10:21:00,40,True
REV00302,ORD001482,PROD00415,USER00417,BRAND0058,4,Great product! Highly recommend. Quality is excellent!,english,2025-08-11 20:02:00,46,True
REV00303,ORD001649,PROD00207,USER00207,BRAND0067,5,Excellent product and great customer service!,english,2025-12-17 23:22:00,11,True
REV00304,ORD001797,PROD00458,USER00483,BRAND0053,2,Poor quality. Not worth the price.,english,2026-02-08 08:03:00,24,True
REV00305,ORD000889,PROD00325,USER00346,BRAND0058,4,Great product! Highly recommend. Quality is excellent!,english,2026-01-23 09:51:00,47,True
REV00306,ORD001879,PROD00034,USER00300,BRAND0098,4,Excellent product and great customer service!,english,2025-10-15 09:28:00,27,True
REV00307,ORD000504,PROD00425,USER00536,BRAND0070,5,Great product! Highly recommend. Quality is excellent!,english,2025-09-24 08:31:00,20,True
REV00308,ORD000592,PROD00049,USER00212,BRAND0064,5,Amazing quality and fast delivery. Will buy again!,english,2025-11-03 10:52:00,11,True
REV00309,ORD000483,PROD00015,USER00236,BRAND0030,5,Great product! Highly recommend. Quality is excellent!,english,2025-12-31 23:11:00,50,True
REV00310,ORD000310,PROD00202,USER00460,BRAND0004,5,Amazing quality and fast delivery. Will buy again!,english,2026-01-31 22:42:00,43,True
REV00311,ORD000151,PROD00254,USER00226,BRAND0041,5,Amazing quality and fast delivery. Will buy again!,english,2026-01-23 23:21:00,39,True
REV00312,ORD000710,PROD00446,USER00596,BRAND0085,4,Great product! Highly recommend. Quality is excellent!,english,2025-11-24 08:32:00,13,True
REV00313,ORD001965,PROD00047,USER00105,BRAND0052,5,Excellent product and great customer service!,english,2025-11-10 22:53:00,14,True
REV00314,ORD000551,PROD00458,USER00404,BRAND0053,5,Excellent product and great customer service!,english,2026-02-07 09:02:00,39,True
REV00315,ORD000741,PROD00097,USER00459,BRAND0050,5,Great product! Highly recommend. Quality is excellent!,english,2026-01-07 11:26:00,28,True
REV00316,ORD000251,PROD00359,USER00205,BRAND0084,5,Love it! Exactly as described. Very happy with my purchase.,english,2026-01-03 22:52:00,40,True
REV00317,ORD001861,PROD00333,USER00237,BRAND0017,4,Excellent product and great customer service!,english,2025-05-22 21:58:00,17,True
REV00318,ORD000763,PROD00101,USER00140,BRAND0011,3,Good but expected better. Average quality.,english,2026-01-06 10:18:00,15,True
REV00319,ORD000764,PROD00161,USER00474,BRAND0055,5,Love it! Exactly as described. Very happy with my purchase.,english,2026-01-25 09:02:00,29,True
REV00320,ORD001314,PROD00444,USER00588,BRAND0028,4,Excellent product and great customer service!,english,2025-08-17 22:16:00,23,True
REV00321,ORD000524,PROD00051,USER00296,BRAND0089,4,Love it! Exactly as described. Very happy with my purchase.,english,2025-11-19 23:35:00,24,True
REV00322,ORD001325,PROD00337,USER00470,BRAND0088,5,Great product! Highly recommend. Quality is excellent!,english,2025-10-05 20:51:00,24,True
REV00323,ORD000407,PROD00213,USER00252,BRAND0053,3,Good but expected better. Average quality.,english,2026-01-14 09:07:00,13,True
REV00324,ORD001506,PROD00328,USER00360,BRAND0034,2,Delivery was very late. Product is just okay.,english,2026-02-18 11:50:00,41,True
REV00325,ORD000895,PROD00320,USER00440,BRAND0054,4,Perfect! Better than expected. Worth every penny.,english,2026-02-14 08:47:00,21,True
REV00326,ORD001386,PROD00120,USER00180,BRAND0051,4,Amazing quality and fast delivery. Will buy again!,english,2025-05-18 11:10:00,11,True
REV00327,ORD000854,PROD00187,USER00336,BRAND0026,4,Excellent product and great customer service!,english,2026-01-16 11:47:00,16,True
REV00328,ORD001433,PROD00410,USER00283,BRAND0007,5,Love it! Exactly as described. Very happy with my purchase.,english,2025-12-21 22:17:00,2,True
REV00329,ORD000340,PROD00442,USER00186,BRAND0004,1,Delivery was very late. Product is just okay.,english,2025-12-05 22:47:00,11,True
REV00330,ORD001724,PROD00055,USER00567,BRAND0019,5,Love it! Exactly as described. Very happy with my purchase.,english,2026-01-12 23:28:00,4,True
REV00331,ORD000432,PROD00071,USER00421,BRAND0015,5,Amazing quality and fast delivery. Will buy again!,english,2026-02-16 21:42:00,50,True
REV00332,ORD001064,PROD00000,USER00250,BRAND0083,5,Love it! Exactly as described. Very happy with my purchase.,english,2025-12-27 23:42:00,43,True
REV00333,ORD000626,PROD00476,USER00391,BRAND0031,3,It's fine. Meets basic expectations.,english,2025-08-07 10:08:00,9,True
REV00334,ORD000355,PROD00302,USER00228,BRAND0017,3,Good but expected better. Average quality.,english,2025-01-13 21:55:00,0,True
REV00335,ORD001782,PROD00483,USER00404,BRAND0021,4,Amazing quality and fast delivery. Will buy again!,english,2025-12-17 20:35:00,4,True
REV00336,ORD000795,PROD00001,USER00235,BRAND0079,3,Decent product. Delivery was a bit slow.,english,2026-01-17 09:30:00,24,True
REV00337,ORD001153,PROD00122,USER00485,BRAND0074,5,Great product! Highly recommend. Quality is excellent!,english,2025-12-11 11:26:00,43,True
REV00338,ORD001994,PROD00102,USER00558,BRAND0098,4,Perfect! Better than expected. Worth every penny.,english,2026-02-12 08:21:00,12,True
REV00339,ORD001744,PROD00007,USER00539,BRAND0080,2,Not as described. Disappointed with the quality.,english,2025-11-11 09:50:00,16,True
REV00340,ORD001148,PROD00235,USER00163,BRAND0048,5,Perfect! Better than expected. Worth every penny.,english,2026-02-09 21:18:00,33,True
REV00341,ORD001891,PROD00122,USER00584,BRAND0074,4,Perfect! Better than expected. Worth every penny.,english,2026-01-17 23:34:00,20,True
REV00342,ORD000657,PROD00189,USER00109,BRAND0023,3,Good but expected better. Average quality.,english,2025-10-19 11:20:00,44,True
REV00343,ORD001022,PROD00316,USER00194,BRAND0003,1,Not as described. Disappointed with the quality.,english,2025-12-30 08:53:00,20,True
REV00344,ORD000069,PROD00217,USER00507,BRAND0088,3,It's fine. Meets basic expectations.,english,2026-01-08 11:48:00,41,True
REV00345,ORD000865,PROD00058,USER00245,BRAND0070,4,Great product! Highly recommend. Quality is excellent!,english,2025-09-04 09:37:00,12,True
REV00346,ORD000110,PROD00193,USER00359,BRAND0009,2,Delivery was very late. Product is just okay.,english,2026-02-10 23:37:00,3,True
REV00347,ORD000784,PROD00078,USER00150,BRAND0066,2,Expected better quality for this price.,english,2026-01-30 10:00:00,5,True
REV00348,ORD000327,PROD00495,USER00300,BRAND0080,4,Perfect! Better than expected. Worth every penny.,english,2026-01-05 10:20:00,20,True
REV00349,ORD000341,PROD00399,USER00500,BRAND0002,2,Not as described. Disappointed with the quality.,english,2026-02-04 20:27:00,14,True
REV00350,ORD001489,PROD00004,USER00228,BRAND0094,4,Perfect! Better than expected. Worth every penny.,english,2025-12-08 11:27:00,10,True
REV00351,ORD000436,PROD00126,USER00338,BRAND0034,5,Great product! Highly recommend. Quality is excellent!,english,2025-12-08 20:13:00,35,True
REV00352,ORD001689,PROD00016,USER00139,BRAND0060,2,Expected better quality for this price.,english,2026-01-26 10:09:00,2,True
REV00353,ORD000951,PROD00294,USER00175,BRAND0008,5,Excellent product and great customer service!,english,2026-02-16 09:29:00,33,True
REV00354,ORD000320,PROD00447,USER00303,BRAND0098,4,Love it! Exactly as described. Very happy with my purchase.,english,2025-12-01 20:49:00,21,True
REV00355,ORD001140,PROD00267,USER00283,BRAND0043,5,Great product! Highly recommend. Quality is excellent!,english,2025-03-31 09:13:00,41,True
REV00356,ORD001846,PROD00487,USER00594,BRAND0024,4,Great product! Highly recommend. Quality is excellent!,english,2025-07-28 09:35:00,27,True
REV00357,ORD000621,PROD00438,USER00484,BRAND0048,5,Amazing quality and fast delivery. Will buy again!,english,2025-12-21 21:27:00,46,True
REV00358,ORD001338,PROD00187,USER00584,BRAND0026,2,Delivery was very late. Product is just okay.,english,2026-01-17 23:27:00,45,True
REV00359,ORD001309,PROD00448,USER00196,BRAND0025,5,Great product! Highly recommend. Quality is excellent!,english,2026-02-05 10:44:00,2,True
REV00360,ORD000317,PROD00244,USER00212,BRAND0045,2,Poor quality. Not worth the price.,english,2025-12-15 09:18:00,11,True
REV00361,ORD000109,PROD00251,USER00177,BRAND0001,5,Excellent product and great customer service!,english,2025-12-27 09:39:00,21,True
REV00362,ORD001383,PROD00332,USER00345,BRAND0053,5,Love it! Exactly as described. Very happy with my purchase.,english,2025-10-07 09:09:00,44,True
REV00363,ORD001742,PROD00409,USER00481,BRAND0060,1,Delivery was very late. Product is just okay.,english,2026-02-11 22:48:00,8,True
REV00364,ORD000405,PROD00319,USER00370,BRAND0021,3,Product is okay. Nothing special.,english,2025-09-25 09:25:00,18,True
REV00365,ORD001908,PROD00270,USER00425,BRAND0029,5,Great product! Highly recommend. Quality is excellent!,english,2026-02-08 21:28:00,26,True
REV00366,ORD000367,PROD00115,USER00121,BRAND0043,4,Great product! Highly recommend. Quality is excellent!,english,2026-02-06 08:20:00,4,True
REV00367,ORD000005,PROD00130,USER00197,BRAND0037,3,Good but expected better. Average quality.,english,2025-12-30 23:13:00,6,True
REV00368,ORD000543,PROD00325,USER00147,BRAND0058,5,Excellent product and great customer service!,english,2026-01-10 22:34:00,15,True
REV00369,ORD000233,PROD00050,USER00536,BRAND0084,3,Good but expected better. Average quality.,english,2026-01-09 10:34:00,8,True
REV00370,ORD000985,PROD00152,USER00586,BRAND0013,5,Love it! Exactly as described. Very happy with my purchase.,english,2025-12-20 11:28:00,2,True
REV00371,ORD001349,PROD00114,USER00477,BRAND0018,5,Amazing quality and fast delivery. Will buy again!,english,2025-08-25 21:14:00,37,True
REV00372,ORD001959,PROD00050,USER00577,BRAND0084,2,Poor quality. Not worth the price.,english,2026-01-04 08:36:00,23,True
REV00373,ORD000763,PROD00101,USER00140,BRAND0011,4,Great product! Highly recommend. Quality is excellent!,english,2026-01-03 10:18:00,42,True
REV00374,ORD001995,PROD00244,USER00580,BRAND0045,5,Great product! Highly recommend. Quality is excellent!,english,2026-01-07 08:03:00,4,True
REV00375,ORD001803,PROD00448,USER00215,BRAND0025,2,Poor quality. Not worth the price.,english,2025-12-09 23:25:00,34,True
REV00376,ORD000738,PROD00068,USER00109,BRAND0074,4,Amazing quality and fast delivery. Will buy again!,english,2025-12-15 20:09:00,6,True
REV00377,ORD000714,PROD00066,USER00266,BRAND0014,3,Good but expected better. Average quality.,english,2026-01-03 09:24:00,11,True
REV00378,ORD001423,PROD00458,USER00390,BRAND0053,4,Great product! Highly recommend. Quality is excellent!,english,2026-02-14 10:17:00,13,True
REV00379,ORD001087,PROD00297,USER00164,BRAND0065,3,Decent product. Delivery was a bit slow.,english,2026-01-27 09:41:00,26,True
REV00380,ORD000448,PROD00076,USER00411,BRAND0074,5,Love it! Exactly as described. Very happy with my purchase.,english,2025-08-25 21:37:00,13,True
REV00381,ORD001345,PROD00033,USER00415,BRAND0042,4,Perfect! Better than expected. Worth every penny.,english,2025-12-30 21:28:00,19,True
REV00382,ORD001739,PROD00018,USER00440,BRAND0010,5,Love it! Exactly as described. Very happy with my purchase.,english,2026-02-10 11:34:00,28,True
REV00383,ORD001083,PROD00349,USER00509,BRAND0008,4,Great product! Highly recommend. Quality is excellent!,english,2026-01-20 08:10:00,16,True
REV00384,ORD000852,PROD00362,USER00210,BRAND0003,4,Excellent product and great customer service!,english,2026-02-09 10:36:00,12,True
REV00385,ORD000367,PROD00115,USER00121,BRAND0043,3,Product is okay. Nothing special.,english,2026-02-19 08:20:00,37,True
REV00386,ORD000994,PROD00234,USER00188,BRAND0086,5,Amazing quality and fast delivery. Will buy again!,english,2026-02-08 21:47:00,48,True
REV00387,ORD001554,PROD00411,USER00451,BRAND0005,4,Excellent product and great customer service!,english,2025-10-20 22:35:00,15,True
REV00388,ORD001291,PROD00339,USER00357,BRAND0031,3,Decent product. Delivery was a bit slow.,english,2025-07-23 21:06:00,39,True
REV00389,ORD000740,PROD00206,USER00266,BRAND0009,4,Amazing quality and fast delivery. Will buy again!,english,2025-10-06 20:00:00,25,True
REV00390,ORD000709,PROD00257,USER00178,BRAND0085,5,Great product! Highly recommend. Quality is excellent!,english,2026-02-05 11:50:00,44,True
REV00391,ORD001223,PROD00237,USER00413,BRAND0019,3,It's fine. Meets basic expectations.,english,2026-01-16 21:58:00,23,True
REV00392,ORD001384,PROD00452,USER00537,BRAND0017,5,Perfect! Better than expected. Worth every penny.,english,2026-02-05 23:01:00,4,True
REV00393,ORD001084,PROD00004,USER00237,BRAND0094,3,It's fine. Meets basic expectations.,english,2025-12-26 11:42:00,23,True
REV00394,ORD000633,PROD00069,USER00501,BRAND0066,5,Perfect! Better than expected. Worth every penny.,english,2025-11-14 23:42:00,39,True
REV00395,ORD000394,PROD00120,USER00495,BRAND0051,5,Excellent product and great customer service!,english,2025-06-10 08:57:00,6,True
REV00396,ORD001317,PROD00328,USER00488,BRAND0034,3,Decent product. Delivery was a bit slow.,english,2026-01-25 21:37:00,15,True
REV00397,ORD000316,PROD00182,USER00334,BRAND0012,4,Perfect! Better than expected. Worth every penny.,english,2025-12-29 11:36:00,23,True
REV00398,ORD000307,PROD00201,USER00129,BRAND0068,3,It's fine. Meets basic expectations.,english,2026-02-10 20:57:00,17,True
REV00399,ORD001360,PROD00307,USER00210,BRAND0056,5,Excellent product and great customer service!,english,2025-12-13 11:42:00,46,True
