brand_id,owner_user_id,business_name,category,bio,logo_url,cover_image_url,social_facebook,social_instagram,created_at,verified,profile_complete,total_sales_egp,total_orders,avg_rating,rating_count
BRAND0079,USER00080,Art House,Handmade & Crafts,"Explain main difference college. Writer send under project cell.
Stuff senior agree total whether music sometimes. Major state hard.
Interview know call law truth respond try. Know it enjoy ten.",https://cdn.talentree.eg/brands/logo_79.jpg,https://cdn.talentree.eg/brands/cover_79.jpg,fb.com/arthouse,@art_house,2024-04-03 00:00:00,True,False,20965.37,322,3.5,40
BRAND0080,USER00081,Nature's Touch,Natural & Beauty,"Religious fire under item. Fish success produce there along play account. Only the detail cultural.
Machine cost market capital. Week tax see about. Make particularly report although.",https://cdn.talentree.eg/brands/logo_80.jpg,https://cdn.talentree.eg/brands/cover_80.jpg,fb.com/nature'stouch,@nature's_touch,2024-10-22 00:00:00,True,True,17365.35,421,4.4,110
BRAND0081,USER00082,Craft Haven,Handmade & Crafts,"Despite while to shake. Wide foot production break let five.
Recent relate similar low source major. Reach ahead environmental Democrat surface important.",https://cdn.talentree.eg/brands/logo_81.jpg,https://cdn.talentree.eg/brands/cover_81.jpg,fb.com/crafthaven,@craft_haven,2025-06-10 00:00:00,False,True,27454.08,125,3.3,171
BRAND0082,USER00083,Fashion Hub,Fashion & Accessories,Form painting after reveal sort bed relate treatment. As any decision movement world study how. Face claim hear including need. Vote already after wait bill.,https://cdn.talentree.eg/brands/logo_82.jpg,https://cdn.talentree.eg/brands/cover_82.jpg,fb.com/fashionhub,@fashion_hub,2025-10-02 00:00:00,False,True,6158.98,310,3.9,142
BRAND0083,USER00084,Glow Lab,Natural & Beauty,Story teacher size interesting sea. Ever dark enough prevent likely. Involve develop image everything expect.,https://cdn.talentree.eg/brands/logo_83.jpg,https://cdn.talentree.eg/brands/cover_83.jpg,fb.com/glowlab,@glow_lab,2025-10-07 00:00:00,False,True,15747.77,212,3.1,27
BRAND0084,USER00085,Craft & Create,Handmade & Crafts,College ten majority economic center pattern list. Set arrive management in scientist strong already.,https://cdn.talentree.eg/brands/logo_84.jpg,https://cdn.talentree.eg/brands/cover_84.jpg,fb.com/craft&create,@craft_&_create,2024-04-26 00:00:00,False,True,16706.71,335,4.3,23
BRAND0085,USER00086,Crafted Cairo,Handmade & Crafts,Although interest color sort. Cause them industry across brother yet result. Mission past he practice center.,https://cdn.talentree.eg/brands/logo_85.jpg,https://cdn.talentree.eg/brands/cover_85.jpg,fb.com/craftedcairo,@crafted_cairo,2025-04-28 00:00:00,True,False,45211.17,330,4.6,193
BRAND0086,USER00087,Beauty Botanics,Natural & Beauty,"Really Mrs former article light. At player third general.
Ever star test once figure.",https://cdn.talentree.eg/brands/logo_86.jpg,https://cdn.talentree.eg/brands/cover_86.jpg,fb.com/beautybotanics,@beauty_botanics,2025-02-28 00:00:00,True,True,26797.16,204,4.2,114
BRAND0087,USER00088,Crafted Cairo,Handmade & Crafts,"Follow time appear. Southern international line few service drive hotel. Relationship great stuff first back painting.
Watch street represent style. Kid reason economy build tonight present concern.",https://cdn.talentree.eg/brands/logo_87.jpg,https://cdn.talentree.eg/brands/cover_87.jpg,fb.com/craftedcairo,@crafted_cairo,2025-04-02 00:00:00,True,True,15336.9,411,4.8,77
BRAND0088,USER00089,Skin Lab,Natural & Beauty,"Positive politics huge. Ever arm occur air responsibility.
Place make list themselves seek space although ahead. Relationship computer surface bar. Argue PM artist best.",https://cdn.talentree.eg/brands/logo_88.jpg,https://cdn.talentree.eg/brands/cover_88.jpg,fb.com/skinlab,@skin_lab,2024-08-27 00:00:00,True,True,29344.99,318,5.0,103
BRAND0089,USER00090,Beauty Botanics,Natural & Beauty,"Common and part read. Common section study about event go.
Nothing recent not leg break bed role. Fish phone after college. Design hear ball.",https://cdn.talentree.eg/brands/logo_89.jpg,https://cdn.talentree.eg/brands/cover_89.jpg,fb.com/beautybotanics,@beauty_botanics,2024-04-12 00:00:00,True,True,18776.53,286,4.9,0
BRAND0090,USER00091,Fashion Loft,Fashion & Accessories,Including structure evening current without else. Enough majority official give politics last. Reach color wear one choose notice year its.,https://cdn.talentree.eg/brands/logo_90.jpg,https://cdn.talentree.eg/brands/cover_90.jpg,fb.com/fashionloft,@fashion_loft,2024-09-28 00:00:00,False,True,5930.07,149,4.7,60
BRAND0091,USER00092,Trend Setter,Fashion & Accessories,"Only head help open almost red picture. City little from.
Tree fill level control. Keep pattern order.",https://cdn.talentree.eg/brands/logo_91.jpg,https://cdn.talentree.eg/brands/cover_91.jpg,fb.com/trendsetter,@trend_setter,2025-10-03 00:00:00,False,True,31448.11,369,3.8,97
BRAND0092,USER00093,Craft Haven,Handmade & Crafts,"Whole wall cup win sell candidate four whether. Finally she soon learn.
A challenge third feeling ball door data. Right child new simply.
City beyond near hour defense line heavy.",https://cdn.talentree.eg/brands/logo_92.jpg,https://cdn.talentree.eg/brands/cover_92.jpg,fb.com/crafthaven,@craft_haven,2025-10-10 00:00:00,False,True,33293.13,248,3.3,142
BRAND0093,USER00094,Beauty Studio,Natural & Beauty,"Particular seem trip. Catch could deep itself fund. International expect hit start.
When instead clear radio strong.",https://cdn.talentree.eg/brands/logo_93.jpg,https://cdn.talentree.eg/brands/cover_93.jpg,fb.com/beautystudio,@beauty_studio,2025-01-18 00:00:00,True,True,8136.23,451,4.3,34
BRAND0094,USER00095,Chic Cairo,Fashion & Accessories,"Southern traditional maybe sit Republican such will born. Wonder mother himself push.
Front various opportunity. Method pass the itself let.
Test least anyone out.",https://cdn.talentree.eg/brands/logo_94.jpg,https://cdn.talentree.eg/brands/cover_94.jpg,fb.com/chiccairo,@chic_cairo,2025-05-24 00:00:00,True,True,7627.8,458,4.0,111
BRAND0095,USER00096,Beauty Botanics,Natural & Beauty,"Issue ever will ready each stay strong. Notice American force although participant rich speech.
Mention rise front PM few husband. Wear either present third.",https://cdn.talentree.eg/brands/logo_95.jpg,https://cdn.talentree.eg/brands/cover_95.jpg,fb.com/beautybotanics,@beauty_botanics,2025-11-24 00:00:00,True,True,32291.02,217,4.7,178
BRAND0096,USER00097,Chic & Unique,Fashion & Accessories,"Above debate site price ever. Out wish fish determine adult foot as.
Step onto play forget home upon actually future. State charge take material mother color.",https://cdn.talentree.eg/brands/logo_96.jpg,https://cdn.talentree.eg/brands/cover_96.jpg,fb.com/chic&unique,@chic_&_unique,2024-07-22 00:00:00,True,False,9399.97,265,3.8,115
BRAND0097,USER00098,Style Box,Fashion & Accessories,Season writer heart Mrs her we but. Design yeah number condition city since.,https://cdn.talentree.eg/brands/logo_97.jpg,https://cdn.talentree.eg/brands/cover_97.jpg,fb.com/stylebox,@style_box,2024-10-08 00:00:00,True,True,9696.66,314,3.0,127
BRAND0098,USER00099,Trend House,Fashion & Accessories,"Oil individual industry country ahead difference. People your outside rule watch foot economic notice.
Weight age over smile. Need tell sure claim hard themselves. Line require current car.",https://cdn.talentree.eg/brands/logo_98.jpg,https://cdn.talentree.eg/brands/cover_98.jpg,fb.com/trendhouse,@trend_house,2024-08-12 00:00:00,True,False,13827.9,479,4.1,93
BRAND0099,USER00100,Natural Beauty,Natural & Beauty,Left while according allow quality. Yet television audience indicate employee respond building.,https://cdn.talentree.eg/brands/logo_99.jpg,https://cdn.talentree.eg/brands/cover_99.jpg,fb.com/naturalbeauty,@natural_beauty,2024-02-04 00:00:00,True,False,24421.77,193,3.2,123
